S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb),coordinate_flag,NO3_extreme_flag
5557.0,Odisha,Kendujhar,"Ghatgaon 1, Dw",85.8944,21.3933,2023.0,7.99,389.0,0.0,329.0,29.0,1.0,4.0,0.0,,246.0,68.0,18.0,33.0,1.0,,,,,
14617.0,Telangana,Warangal,Kalleda,79.7188,17.7231,2023.0,7.54,1270.0,0.0,586.0,89.0,1.81,56.0,17.0,,369.0,74.0,45.0,172.0,3.0,,,,,
5558.0,Odisha,Kendujhar,Patilo,85.7133,21.4244,2023.0,7.89,668.0,0.0,181.0,79.0,0.0,16.0,8.0,,168.0,45.0,14.0,34.0,28.0,,,,,
5560.0,Odisha,Kendujhar,Harichandanpur,85.7903,21.3403,2023.0,7.64,622.0,0.0,188.0,51.0,1.0,29.0,0.0,,140.0,41.0,9.0,55.0,1.0,,,,,
5561.0,Odisha,Kendujhar,"Katalaposhi, Dw",85.4331,21.3967,2023.0,7.68,295.0,0.0,118.0,10.0,0.0,3.0,5.0,,96.0,32.0,4.0,8.0,4.0,,,,,
5562.0,Odisha,Kendujhar,Ukunta,85.69,21.8053,2023.0,7.87,232.0,0.0,72.0,19.0,0.0,2.0,7.0,,68.0,18.0,6.0,10.0,2.0,,,,,
5563.0,Odisha,Kendujhar,Joda,85.4417,22.025,2023.0,7.72,310.0,0.0,66.0,19.0,0.0,28.0,20.0,,79.0,16.0,10.0,19.0,3.0,,,,,
5564.0,Odisha,Kendujhar,Rugudi,85.3347,22.0083,2023.0,6.62,176.0,0.0,19.0,26.0,0.0,1.0,20.0,,43.0,11.0,4.0,11.0,2.0,,,,,
5565.0,Odisha,Kendujhar,"Brahmanigaon, Dw",85.6072,21.6622,2023.0,8.06,1346.0,0.0,71.0,212.0,1.0,145.0,13.0,,300.0,85.0,21.0,71.0,65.0,,,,,
5566.0,Odisha,Kendujhar,Gopalpur2,85.705,21.5653,2023.0,6.6,283.0,0.0,41.0,15.0,0.0,15.0,50.0,,77.0,20.0,6.0,14.0,3.0,,,,,
5567.0,Odisha,Kendujhar,Keonjhargarh 1,85.5978,21.6275,2023.0,8.07,1133.0,0.0,374.0,116.0,1.0,77.0,14.0,,392.0,122.0,21.0,80.0,7.0,,,,,
5559.0,Odisha,Kendujhar,Bhagamunda 1,85.8744,21.2675,2023.0,7.76,661.0,0.0,258.0,37.0,0.0,20.0,6.0,,188.0,63.0,7.0,46.0,2.0,,,,,
5590.0,Odisha,Khordha,Baghamari Dw,85.5078,20.2208,2023.0,7.94,800.0,0.0,427.0,66.0,0.0,66.0,9.0,,311.0,91.0,20.0,83.0,24.0,,,,,
14616.0,Telangana,Warangal,Jhalli,79.8564,17.8433,2023.0,7.31,1600.0,0.0,378.0,198.0,1.28,77.0,147.0,,643.0,85.0,105.0,98.0,4.0,,,,,
14614.0,Telangana,Warangal,Konayamakula,79.6896,17.9536,2023.0,7.31,1190.0,0.0,476.0,85.0,1.7,52.0,54.0,,466.0,100.0,53.0,82.0,4.0,,,,,
14554.0,Telangana,Vikarabad,Indur-Pz,77.6132,17.3601,2023.0,6.87,720.0,0.0,134.0,149.0,1.05,19.0,3.0,,185.0,62.0,7.0,75.0,1.0,,,,,
14555.0,Telangana,Vikarabad,Manneguda,77.9935,17.2975,2023.0,6.85,360.0,0.0,207.0,3.0,0.08,0.0,7.0,,160.0,52.0,9.0,7.0,0.0,,,,,
14556.0,Telangana,Vikarabad,Peddapur,77.756,17.4738,2023.0,6.88,1010.0,0.0,464.0,35.0,0.29,38.0,38.0,,455.0,152.0,18.0,33.0,3.0,,,,,
14557.0,Telangana,Vikarabad,Bantawaram,77.7075,17.4427,2023.0,6.9,1001.0,0.0,464.0,40.0,0.17,28.0,34.0,,345.0,106.0,21.0,44.0,26.0,,,,,
14558.0,Telangana,Vikarabad,Bompalli,77.871,17.1146,2023.0,6.75,1070.0,0.0,476.0,56.0,0.39,37.0,26.0,,455.0,156.0,17.0,53.0,2.0,,,,,
14559.0,Telangana,Vikarabad,Chityal,77.9671,17.1254,2023.0,6.75,1100.0,0.0,415.0,75.0,0.2,37.0,47.0,,400.0,108.0,33.0,47.0,1.0,,,,,
14560.0,Telangana,Vikarabad,Kankal,78.0075,17.1994,2023.0,6.95,820.0,0.0,275.0,75.0,0.29,71.0,2.0,,280.0,86.0,17.0,73.0,2.0,,,,,
14561.0,Telangana,Vikarabad,Naskal,77.8726,17.2251,2023.0,6.85,1290.0,0.0,464.0,89.0,0.17,55.0,72.0,,520.0,138.0,44.0,40.0,7.0,,,,,
14562.0,Telangana,Vikarabad,Juntupalli,77.5587,17.1692,2023.0,6.95,950.0,0.0,391.0,54.0,0.24,41.0,32.0,,320.0,94.0,22.0,61.0,1.0,,,,,
14563.0,Telangana,Vikarabad,Salbathpur,77.6955,17.3959,2023.0,7.0,1150.0,0.0,488.0,69.0,1.01,45.0,75.0,,330.0,70.0,38.0,124.0,3.0,,,,,
14564.0,Telangana,Vikarabad,Kerelli,77.8286,17.3111,2023.0,7.02,1400.0,0.0,439.0,126.0,0.26,68.0,98.0,,490.0,122.0,46.0,63.0,47.0,,,,,
14565.0,Telangana,Vikarabad,Yenkathala,77.9417,17.4945,2023.0,6.85,870.0,0.0,415.0,24.0,0.64,19.0,81.0,,395.0,78.0,50.0,14.0,1.0,,,,,
14566.0,Telangana,Vikarabad,Dharur1,77.7606,17.289,2023.0,7.28,1440.0,0.0,500.0,173.0,1.78,56.0,15.0,,395.0,76.0,51.0,159.0,7.0,,,,,
14567.0,Telangana,Vikarabad,Pudur1,77.9581,17.2644,2023.0,6.57,680.0,0.0,143.0,73.0,0.12,6.0,74.0,,220.0,54.0,21.0,29.0,7.0,,,,,
14568.0,Telangana,Vikarabad,Vattiminapally,77.9819,17.437,2023.0,6.7,1530.0,0.0,439.0,140.0,0.23,85.0,136.0,,535.0,130.0,51.0,77.0,45.0,,,,,
14569.0,Telangana,Vikarabad,Siripuram,77.8427,17.5232,2023.0,6.68,1400.0,0.0,500.0,100.0,0.62,54.0,133.0,,580.0,138.0,57.0,56.0,17.0,,,,,
14570.0,Telangana,Vikarabad,Turmamidi,77.6547,17.46,2023.0,6.9,300.0,0.0,113.0,10.0,0.12,1.0,32.0,,120.0,34.0,9.0,10.0,0.0,,,,,
14553.0,Telangana,Vikarabad,Turumamidi,77.6543,17.4602,2023.0,6.85,170.0,0.0,85.0,4.0,0.08,1.0,16.0,,80.0,26.0,5.0,5.0,1.0,,,,,
14571.0,Telangana,Vikarabad,Marpally,77.7718,17.537,2023.0,6.85,1070.0,0.0,305.0,91.0,0.15,16.0,98.0,,450.0,90.0,55.0,22.0,2.0,,,,,
14552.0,Telangana,Vikarabad,Siddlur,77.9916,17.3583,2023.0,6.87,910.0,0.0,403.0,55.0,0.12,12.0,32.0,,405.0,140.0,15.0,36.0,1.0,,,,,
14550.0,Telangana,Vikarabad,Yelal,77.6378,17.2102,2023.0,7.0,370.0,0.0,153.0,4.0,0.37,4.0,24.0,,150.0,52.0,6.0,6.0,0.0,,,,,
14533.0,Telangana,Vikarabad,Chitlapally Ew,77.573,17.1054,2023.0,7.15,1140.0,0.0,567.0,92.0,1.15,41.0,7.0,,285.0,56.0,36.0,142.0,1.0,,,,,
14534.0,Telangana,Vikarabad,Annaram,77.5443,17.1091,2023.0,6.95,750.0,0.0,372.0,45.0,0.32,31.0,23.0,,375.0,96.0,33.0,18.0,1.0,,,,,
14535.0,Telangana,Vikarabad,Kistampalli,77.9559,17.0602,2023.0,6.95,930.0,0.0,378.0,38.0,0.85,37.0,17.0,,275.0,90.0,13.0,77.0,2.0,,,,,
14536.0,Telangana,Vikarabad,Inoli,77.5197,17.3378,2023.0,6.75,980.0,0.0,317.0,95.0,0.67,84.0,38.0,,290.0,90.0,17.0,85.0,16.0,,,,,
14537.0,Telangana,Vikarabad,Vikarabad,77.9015,17.3351,2023.0,6.84,620.0,0.0,403.0,18.0,0.28,5.0,12.0,,295.0,70.0,30.0,24.0,1.0,,,,,
14538.0,Telangana,Vikarabad,Chimaldarri,78.0035,17.4655,2023.0,6.82,1120.0,0.0,439.0,62.0,0.52,34.0,108.0,,410.0,102.0,39.0,50.0,17.0,,,,,
14539.0,Telangana,Vikarabad,Marpalle,77.4671,17.1554,2023.0,7.3,1550.0,0.0,525.0,151.0,1.96,143.0,8.0,,255.0,38.0,40.0,223.0,95.0,,,,,
14540.0,Telangana,Vikarabad,Kotepally (New),77.7462,17.3825,2023.0,6.8,1250.0,0.0,494.0,89.0,0.4,31.0,52.0,,525.0,142.0,41.0,47.0,4.0,,,,,
14541.0,Telangana,Vikarabad,Angadi Chittampalli,78.0306,17.2889,2023.0,6.83,920.0,0.0,366.0,36.0,0.32,27.0,133.0,,390.0,104.0,33.0,36.0,2.0,,,,,
14542.0,Telangana,Vikarabad,Mominpet,77.8929,17.5133,2023.0,6.8,840.0,0.0,403.0,41.0,0.43,31.0,19.0,,375.0,94.0,34.0,23.0,1.0,,,,,
14545.0,Telangana,Vikarabad,Basirabad Pz,77.4309,17.2166,2023.0,6.91,1150.0,0.0,531.0,100.0,1.45,37.0,36.0,,330.0,78.0,33.0,136.0,1.0,,,,,
14546.0,Telangana,Vikarabad,Pudur,77.9577,17.2638,2023.0,6.85,670.0,0.0,153.0,90.0,0.13,7.0,84.0,,220.0,56.0,21.0,32.0,8.0,,,,,
14547.0,Telangana,Vikarabad,Dharur,77.7779,17.3179,2023.0,6.87,890.0,0.0,244.0,44.0,0.16,43.0,7.0,,270.0,80.0,18.0,20.0,0.0,,,,,
14548.0,Telangana,Vikarabad,Thandur,77.591,17.2617,2023.0,6.89,1010.0,0.0,488.0,66.0,0.31,20.0,41.0,,420.0,138.0,18.0,39.0,3.0,,,,,
14549.0,Telangana,Vikarabad,Peddamul1,77.6605,17.3352,2023.0,6.85,1240.0,0.0,549.0,65.0,0.29,26.0,48.0,,510.0,170.0,22.0,34.0,2.0,,,,,
14551.0,Telangana,Vikarabad,Kulkacharala,77.8679,17.0126,2023.0,6.93,660.0,0.0,268.0,35.0,0.22,21.0,5.0,,255.0,74.0,17.0,16.0,1.0,,,,,
14572.0,Telangana,Vikarabad,Rapole1,77.952,17.1362,2023.0,6.8,420.0,0.0,220.0,5.0,0.09,1.0,8.0,,130.0,40.0,9.0,27.0,0.0,,,,,
14573.0,Telangana,Vikarabad,Sultanpoor Thanda,77.8482,17.1514,2023.0,6.97,1440.0,0.0,580.0,106.0,1.17,40.0,21.0,,455.0,116.0,40.0,93.0,2.0,,,,,
14574.0,Telangana,Vikarabad,Peddaumunathal,77.9814,17.2161,2023.0,6.78,360.0,0.0,140.0,37.0,0.16,3.0,7.0,,145.0,46.0,7.0,15.0,1.0,,,,,
14597.0,Telangana,Wanaparthy,Ramanpadu,77.8636,16.3592,2023.0,7.18,2200.0,0.0,891.0,95.0,0.48,90.0,5.0,,455.0,140.0,27.0,225.0,4.0,,,,,
14598.0,Telangana,Wanaparthy,Veepangandla,78.1379,16.1146,2023.0,7.1,2310.0,0.0,1025.0,167.0,0.33,88.0,3.0,,765.0,158.0,91.0,115.0,109.0,,,,,
14599.0,Telangana,Wanaparthy,Kistagiri,78.0083,16.3009,2023.0,7.17,1780.0,0.0,671.0,185.0,0.69,76.0,6.0,,515.0,140.0,40.0,172.0,3.0,,,,,
14600.0,Telangana,Wanaparthy,Mummallapalle,77.9503,16.32,2023.0,7.29,2200.0,0.0,683.0,207.0,0.97,187.0,6.0,,520.0,122.0,52.0,256.0,7.0,,,,,
14601.0,Telangana,Wanaparthy,Chikkepalle1,78.1883,16.2188,2023.0,7.36,1400.0,0.0,513.0,134.0,1.5,82.0,6.0,,270.0,42.0,40.0,183.0,2.0,,,,,
14602.0,Telangana,Wanaparthy,Chikkepalle2,78.1811,16.2164,2023.0,7.27,2830.0,0.0,513.0,573.0,0.68,171.0,1.0,,705.0,94.0,115.0,280.0,64.0,,,,,
14603.0,Telangana,Wanaparthy,Yaparla,78.0659,16.0546,2023.0,7.2,1660.0,0.0,439.0,202.0,0.78,151.0,20.0,,555.0,138.0,51.0,139.0,3.0,,,,,
14604.0,Telangana,Warangal,Urugonda,79.6899,18.0683,2023.0,7.03,2020.0,0.0,781.0,134.0,1.35,69.0,57.0,,587.0,115.0,73.0,158.0,3.0,,,,,
14605.0,Telangana,Warangal,Narsampet,79.8865,17.9238,2023.0,7.27,1150.0,0.0,476.0,91.0,2.38,41.0,25.0,,401.0,71.0,54.0,88.0,3.0,,,,,
14606.0,Telangana,Warangal,Parakal,79.708,18.1872,2023.0,7.55,620.0,0.0,189.0,33.0,0.45,31.0,93.0,,242.0,43.0,33.0,33.0,4.0,,,,,
14607.0,Telangana,Warangal,Nekkonda,79.783,17.7919,2023.0,7.84,1600.0,0.0,598.0,134.0,2.66,96.0,63.0,,343.0,47.0,55.0,256.0,4.0,,,,,
14608.0,Telangana,Warangal,Yenugal Pz,79.7346,17.8189,2023.0,7.7,750.0,0.0,372.0,34.0,1.33,26.0,8.0,,333.0,52.0,49.0,32.0,3.0,,,,,
14609.0,Telangana,Warangal,Sayampeta-Pz,79.7476,18.1211,2023.0,7.3,930.0,0.0,378.0,91.0,1.07,38.0,33.0,,342.0,90.0,29.0,67.0,2.0,,,,,
14610.0,Telangana,Warangal,Sangem,79.7129,17.8825,2023.0,6.94,3220.0,0.0,659.0,613.0,1.39,213.0,22.0,,818.0,213.0,70.0,392.0,4.0,,,,,
14611.0,Telangana,Warangal,Ashok Nagar,79.951,17.954,2023.0,6.8,2990.0,0.0,635.0,559.0,2.78,128.0,107.0,,1068.0,205.0,135.0,258.0,5.0,,,,,
14613.0,Telangana,Warangal,Akulatanda,79.9135,17.986,2023.0,7.22,1750.0,0.0,439.0,257.0,1.8,75.0,75.0,,440.0,97.0,48.0,225.0,2.0,,,,,
14596.0,Telangana,Wanaparthy,Thadparthy,78.1094,16.3814,2023.0,7.0,1110.0,0.0,452.0,101.0,0.34,43.0,12.0,,490.0,158.0,23.0,36.0,1.0,,,,,
14595.0,Telangana,Wanaparthy,Khilla Ghanpur,78.0385,16.5519,2023.0,7.1,1110.0,0.0,378.0,77.0,0.42,45.0,77.0,,250.0,76.0,16.0,93.0,36.0,,,,,
14594.0,Telangana,Wanaparthy,Jetprol-Aq-I,78.2017,16.0492,2023.0,6.95,1100.0,0.0,305.0,127.0,0.63,85.0,26.0,,310.0,108.0,10.0,97.0,0.0,,,,,
14593.0,Telangana,Wanaparthy,Peddadaggada-Aq-I,78.1644,16.0503,2023.0,6.85,1010.0,0.0,275.0,121.0,0.55,14.0,61.0,,340.0,112.0,15.0,67.0,1.0,,,,,
14575.0,Telangana,Vikarabad,Parigi1,77.8766,17.181,2023.0,6.8,1500.0,0.0,525.0,92.0,0.41,40.0,69.0,,550.0,116.0,63.0,73.0,2.0,,,,,
14576.0,Telangana,Vikarabad,Parigi2,77.8766,17.181,2023.0,6.7,1460.0,0.0,506.0,121.0,0.55,53.0,87.0,,605.0,146.0,58.0,43.0,3.0,,,,,
14577.0,Telangana,Vikarabad,Pudur2,77.957,17.2661,2023.0,6.75,590.0,0.0,143.0,60.0,0.09,5.0,60.0,,205.0,56.0,17.0,23.0,6.0,,,,,
14578.0,Telangana,Vikarabad,Rapole2,77.9518,17.1363,2023.0,6.7,410.0,0.0,229.0,8.0,0.16,1.0,13.0,,185.0,52.0,13.0,12.0,0.0,,,,,
14579.0,Telangana,Vikarabad,Pallepalli1,77.8339,17.0728,2023.0,7.02,200.0,0.0,61.0,8.0,0.33,7.0,10.0,,35.0,10.0,4.0,21.0,1.0,,,,,
14580.0,Telangana,Vikarabad,Madhanapally1,77.7745,17.224,2023.0,6.7,670.0,0.0,366.0,8.0,0.71,10.0,15.0,,280.0,66.0,28.0,25.0,1.0,,,,,
14581.0,Telangana,Vikarabad,Pallepalli2,77.8327,17.0835,2023.0,7.17,950.0,0.0,519.0,35.0,0.76,26.0,11.0,,435.0,108.0,41.0,45.0,1.0,,,,,
14582.0,Telangana,Wanaparthy,Kancharaopalli,78.0036,16.2347,2023.0,6.85,1790.0,0.0,464.0,274.0,2.02,102.0,19.0,,480.0,114.0,47.0,201.0,2.0,,,,,
14615.0,Telangana,Warangal,Yellenda,79.5801,17.7814,2023.0,7.23,2320.0,0.0,488.0,474.0,1.05,88.0,7.0,,534.0,107.0,65.0,292.0,4.0,,,,,
14583.0,Telangana,Wanaparthy,Vanaparthi-Pz,78.0814,16.3708,2023.0,6.9,1350.0,0.0,378.0,185.0,0.96,78.0,17.0,,445.0,120.0,36.0,111.0,2.0,,,,,
14585.0,Telangana,Wanaparthy,Panagal-Aq-I,78.1181,16.2639,2023.0,7.0,1280.0,0.0,378.0,171.0,1.16,74.0,10.0,,455.0,82.0,61.0,107.0,2.0,,,,,
14586.0,Telangana,Wanaparthy,Kethepally-Aq-Ii,78.1594,16.1961,2023.0,6.85,1610.0,0.0,366.0,239.0,0.4,150.0,18.0,,605.0,156.0,52.0,96.0,3.0,,,,,
14587.0,Telangana,Wanaparthy,William Konda-Aq-I,77.9553,16.2889,2023.0,6.75,1090.0,0.0,183.0,147.0,0.29,152.0,1.0,,315.0,78.0,30.0,83.0,6.0,,,,,
14588.0,Telangana,Wanaparthy,Palem-Aq-I,77.94,16.4206,2023.0,7.3,1460.0,0.0,500.0,171.0,1.58,107.0,5.0,,460.0,64.0,73.0,165.0,2.0,,,,,
14589.0,Telangana,Wanaparthy,Rajapet Tanda-Aq-I,77.9933,16.3617,2023.0,7.0,650.0,0.0,262.0,60.0,0.47,30.0,2.0,,195.0,52.0,17.0,62.0,2.0,,,,,
14590.0,Telangana,Wanaparthy,Pebbair-Aq-I,77.9975,16.1989,2023.0,6.85,1800.0,0.0,513.0,201.0,0.35,90.0,113.0,,675.0,130.0,86.0,102.0,2.0,,,,,
14591.0,Telangana,Wanaparthy,Aiyyavaripalli-Aq-I,78.0306,16.1289,2023.0,6.9,660.0,0.0,195.0,61.0,0.56,46.0,7.0,,200.0,56.0,16.0,46.0,1.0,,,,,
14592.0,Telangana,Wanaparthy,Velaganda-Aq-I,78.1042,16.0844,2023.0,6.95,590.0,0.0,268.0,25.0,0.62,15.0,11.0,,215.0,68.0,11.0,30.0,1.0,,,,,
14584.0,Telangana,Wanaparthy,Gopalpet-Aq-I,78.1447,16.3847,2023.0,7.1,1790.0,0.0,452.0,266.0,0.84,138.0,22.0,,660.0,118.0,90.0,124.0,1.0,,,,,
13684.0,Telangana,J.Bhupalapally,Vallamkuntla3,79.827,18.6042,2023.0,7.36,600.0,0.0,342.0,17.0,0.36,10.0,1.0,,212.0,48.0,23.0,40.0,2.0,,,,,
12524.0,Andhra Pradesh,Annamayya,Chintaparti-1,78.7048,13.6442,2023.0,7.6,1855.0,0.0,439.0,255.0,1.47,89.0,23.0,,466.0,108.0,48.0,198.0,6.0,,,,,
13682.0,Telangana,J.Bhupalapally,Vallamkuntla1,79.8271,18.6042,2023.0,7.06,680.0,0.0,336.0,24.0,0.49,14.0,1.0,,239.0,52.0,27.0,38.0,2.0,,,,,
12628.0,Andhra Pradesh,Chittoor,Gollakandrika,79.696,13.3234,2023.0,8.04,1190.0,378.0,806.0,266.0,0.25,22.0,0.0,,215.0,14.0,45.0,225.0,3.0,,,,,
12629.0,Andhra Pradesh,Chittoor,Yadamari,79.0383,13.1605,2023.0,7.74,1740.0,671.0,979.0,166.0,0.82,63.0,7.0,,440.0,64.0,68.0,193.0,7.0,,,,,
12630.0,Andhra Pradesh,Chittoor,Bangarupalem,78.9046,13.1867,2023.0,7.7,740.0,366.0,441.0,44.0,0.61,13.0,0.0,,195.0,52.0,17.0,89.0,1.0,,,,,
12631.0,Andhra Pradesh,Chittoor,Vilasavarahapuram,79.2751,13.2862,2023.0,7.74,400.0,214.0,231.0,9.0,0.88,8.0,4.0,,140.0,28.0,17.0,30.0,4.0,,,,,
12632.0,Andhra Pradesh,Chittoor,Guruvimoklapalle,78.5357,12.912,2023.0,7.58,790.0,445.0,553.0,43.0,0.85,48.0,2.0,,275.0,62.0,30.0,94.0,2.0,,,,,
12633.0,Andhra Pradesh,Chittoor,Valasanallapalle,79.2705,13.2662,2023.0,7.77,580.0,238.0,369.0,74.0,0.39,23.0,0.0,,115.0,24.0,13.0,87.0,2.0,,,,,
12634.0,Andhra Pradesh,Chittoor,Peddapanjani,78.6829,13.292,2023.0,7.57,270.0,110.0,163.0,14.0,0.44,8.0,17.0,,80.0,20.0,7.0,27.0,3.0,,,,,
12635.0,Andhra Pradesh,Chittoor,Mudipalli,79.5497,13.2886,2023.0,7.64,340.0,183.0,193.0,8.0,0.35,4.0,3.0,,110.0,30.0,10.0,23.0,2.0,,,,,
12636.0,Andhra Pradesh,Chittoor,Brahmanapalle,79.3,13.43,2023.0,7.71,1070.0,574.0,733.0,61.0,0.78,26.0,60.0,,350.0,72.0,41.0,116.0,7.0,,,,,
12627.0,Andhra Pradesh,Chittoor,Rallabaduguru,78.3452,12.8567,2023.0,7.47,1440.0,525.0,981.0,231.0,0.87,67.0,18.0,,465.0,106.0,50.0,184.0,4.0,,,,,
12637.0,Andhra Pradesh,Chittoor,Govardhanagiri,78.8914,13.1629,2023.0,7.6,1230.0,561.0,825.0,116.0,1.21,66.0,23.0,,310.0,66.0,36.0,166.0,7.0,,,,,
12639.0,Andhra Pradesh,Chittoor,Chittoor,79.0967,13.1937,2023.0,7.29,1100.0,513.0,618.0,70.0,0.53,19.0,13.0,,365.0,108.0,23.0,70.0,2.0,,,,,
12640.0,Andhra Pradesh,Chittoor,Nangamangalam,79.1832,13.0412,2023.0,7.6,1570.0,635.0,974.0,154.0,1.07,85.0,9.0,,355.0,60.0,51.0,226.0,1.0,,,,,
12641.0,Andhra Pradesh,Chittoor,Govindapalle,78.4561,12.8156,2023.0,7.47,1060.0,305.0,625.0,104.0,0.25,69.0,65.0,,360.0,104.0,26.0,62.0,9.0,,,,,
12642.0,Andhra Pradesh,Chittoor,Rompicherla,79.0438,13.6703,2023.0,7.56,2280.0,409.0,1331.0,442.0,0.82,121.0,92.0,,690.0,144.0,81.0,198.0,2.0,,,,,
12643.0,Andhra Pradesh,Chittoor,Gundlurivaripalle,78.898,13.5544,2023.0,7.57,960.0,305.0,555.0,108.0,0.98,63.0,7.0,,270.0,58.0,32.0,99.0,1.0,,,,,
12645.0,Andhra Pradesh,Chittoor,Burujupalle,78.7858,13.5297,2023.0,7.7,860.0,360.0,470.0,54.0,0.74,36.0,5.0,,245.0,52.0,28.0,73.0,1.0,,,,,
12647.0,Andhra Pradesh,Chittoor,Somala,78.8106,13.4769,2023.0,7.61,880.0,314.0,536.0,54.0,0.53,60.0,59.0,,330.0,76.0,35.0,56.0,3.0,,,,,
12626.0,Andhra Pradesh,Chittoor,Virnamala,78.535,12.7762,2023.0,7.72,600.0,336.0,403.0,26.0,0.72,20.0,13.0,,190.0,56.0,12.0,66.0,3.0,,,,,
12625.0,Andhra Pradesh,Chittoor,Bangareddypalli,79.2178,13.2203,2023.0,8.05,820.0,415.0,504.0,43.0,0.58,23.0,0.0,,75.0,22.0,6.0,154.0,2.0,,,,,
12624.0,Andhra Pradesh,Chittoor,Malleswarpuram,78.846,13.4377,2023.0,7.95,180.0,85.0,101.0,12.0,0.34,1.0,0.0,,45.0,14.0,2.0,19.0,0.0,,,,,
12603.0,Andhra Pradesh,Chittoor,Karvetnagar1,79.4531,13.4262,2023.0,7.79,970.0,641.0,741.0,61.0,1.01,25.0,11.0,,345.0,58.0,50.0,142.0,1.0,,,,,
12604.0,Andhra Pradesh,Chittoor,Venkatagirikota,78.4793,13.0008,2023.0,7.53,1440.0,500.0,1041.0,219.0,0.74,80.0,92.0,,605.0,132.0,67.0,135.0,10.0,,,,,
12605.0,Andhra Pradesh,Chittoor,Tayyuru,79.3113,13.3029,2023.0,7.51,1140.0,476.0,793.0,150.0,0.63,83.0,9.0,,445.0,96.0,50.0,112.0,2.0,,,,,
12606.0,Andhra Pradesh,Chittoor,Battuvaripalli,78.9166,13.5471,2023.0,7.75,720.0,427.0,530.0,56.0,1.1,29.0,1.0,,260.0,58.0,29.0,93.0,2.0,,,,,
12607.0,Andhra Pradesh,Chittoor,Shankrantipalli,79.004,13.1956,2023.0,7.64,730.0,427.0,516.0,42.0,0.81,33.0,4.0,,260.0,66.0,24.0,78.0,6.0,,,,,
12609.0,Andhra Pradesh,Chittoor,Muddu Ramapuram,78.9941,13.1077,2023.0,7.4,780.0,427.0,517.0,31.0,1.69,29.0,9.0,,180.0,40.0,19.0,124.0,2.0,,,,,
12610.0,Andhra Pradesh,Chittoor,Arumakapally,79.2871,13.3033,2023.0,7.52,990.0,427.0,599.0,69.0,1.15,48.0,11.0,,230.0,42.0,30.0,136.0,1.0,,,,,
12611.0,Andhra Pradesh,Chittoor,M.Bandapally,79.1202,13.3038,2023.0,7.55,980.0,330.0,582.0,135.0,0.58,40.0,1.0,,300.0,74.0,29.0,100.0,1.0,,,,,
12612.0,Andhra Pradesh,Chittoor,Ugranam Pally,79.186,13.3266,2023.0,7.47,990.0,445.0,591.0,65.0,0.72,39.0,15.0,,305.0,76.0,29.0,93.0,2.0,,,,,
12613.0,Andhra Pradesh,Chittoor,Penumuru,79.1955,13.3647,2023.0,7.57,900.0,482.0,569.0,49.0,0.46,24.0,6.0,,290.0,82.0,22.0,89.0,2.0,,,,,
12614.0,Andhra Pradesh,Chittoor,Chittipirala,79.1209,13.4171,2023.0,7.28,3930.0,683.0,2262.0,911.0,0.87,150.0,22.0,,990.0,168.0,139.0,450.0,4.0,,,,,
12615.0,Andhra Pradesh,Chittoor,Katikapally,79.2544,13.3095,2023.0,8.04,130.0,61.0,69.0,5.0,0.07,2.0,1.0,,40.0,12.0,2.0,9.0,0.0,,,,,
12616.0,Andhra Pradesh,Chittoor,Karvethinagaram,79.4413,13.4096,2023.0,3.14,310.0,0.0,182.0,10.0,0.44,116.0,1.0,,75.0,18.0,9.0,25.0,4.0,,,,,
12617.0,Andhra Pradesh,Chittoor,Pillarukuppam (Chinnatayaru,79.3291,13.3093,2023.0,6.94,780.0,397.0,474.0,34.0,0.62,27.0,4.0,,225.0,52.0,24.0,84.0,5.0,,,,,
12618.0,Andhra Pradesh,Chittoor,VS uRb sKtautpiopna)m,79.3699,13.1973,2023.0,7.68,890.0,488.0,547.0,19.0,1.26,21.0,13.0,,155.0,32.0,18.0,144.0,1.0,,,,,
12619.0,Andhra Pradesh,Chittoor,Aragonda,78.9605,13.2779,2023.0,7.53,1170.0,378.0,671.0,117.0,0.49,84.0,15.0,,310.0,60.0,39.0,116.0,10.0,,,,,
12621.0,Andhra Pradesh,Chittoor,Mordanapally,79.0345,13.1909,2023.0,7.45,950.0,458.0,558.0,40.0,0.59,44.0,15.0,,270.0,68.0,24.0,86.0,1.0,,,,,
12622.0,Andhra Pradesh,Chittoor,Pudipatla,78.6375,13.3925,2023.0,7.41,1760.0,122.0,769.0,430.0,0.23,8.0,2.0,,550.0,68.0,92.0,91.0,2.0,,,,,
12623.0,Andhra Pradesh,Chittoor,T Kothur,78.6831,13.3507,2023.0,7.55,1200.0,488.0,710.0,107.0,0.92,64.0,1.0,,435.0,104.0,43.0,90.0,2.0,,,,,
12602.0,Andhra Pradesh,Bapatla,Vemuru,80.7512,16.1789,2023.0,6.9,836.0,0.0,207.0,133.0,0.09,7.0,0.0,,126.0,37.0,8.0,113.0,3.0,,,,,
