S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb),coordinate_flag,NO3_extreme_flag
1528.0,Chhattisgarh,Korba,Shuklakhar,82.5842,22.4573,2023.0,7.06,219.0,0.0,37.0,36.0,1.3,1.0,37.0,0.0,70.0,12.0,10.0,10.0,12.0,,,0.0,,
1514.0,Chhattisgarh,Korba,Gurasia,82.5312,22.6566,2023.0,7.99,487.0,0.0,207.0,21.0,0.34,46.0,0.0,0.0,175.0,40.0,18.0,36.0,4.0,,,0.0,,
1515.0,Chhattisgarh,Korba,Jatga,82.3767,22.4486,2023.0,7.6,510.0,0.0,220.0,28.0,0.48,5.0,32.0,0.0,210.0,62.0,13.0,21.0,1.0,,,0.0,,
1516.0,Chhattisgarh,Korba,Khodri,82.3961,22.5083,2023.0,7.2,134.0,0.0,37.0,18.0,0.15,9.0,1.0,0.0,35.0,10.0,2.0,14.0,3.0,,,0.0,,
1517.0,Chhattisgarh,Korba,Korbi,82.4419,22.85,2023.0,7.91,466.0,0.0,189.0,28.0,0.62,37.0,19.0,0.0,150.0,42.0,11.0,37.0,3.0,,,0.0,,
1518.0,Chhattisgarh,Korba,Lenga,82.2636,22.3458,2023.0,7.36,666.0,0.0,189.0,99.0,0.11,15.0,47.0,0.0,240.0,52.0,26.0,39.0,2.0,,,3.16,,
1519.0,Chhattisgarh,Korba,Madai,82.5292,22.7167,2023.0,8.04,587.0,0.0,287.0,32.0,0.85,6.0,7.0,0.0,170.0,48.0,12.0,64.0,3.0,,,0.0,,
1512.0,Chhattisgarh,Korba,Pali,82.3222,22.3561,2023.0,7.22,252.0,0.0,146.0,11.0,0.13,1.0,2.0,0.0,100.0,30.0,6.0,7.0,7.0,,,0.0,,
1520.0,Chhattisgarh,Korba,Morga,82.6603,22.754,2023.0,7.79,657.0,0.0,293.0,43.0,1.38,54.0,39.0,0.0,245.0,44.0,32.0,46.0,3.0,,,1.44,,
1522.0,Chhattisgarh,Korba,Pasan,82.2,22.3722,2023.0,7.28,494.0,0.0,165.0,53.0,0.98,4.0,36.0,0.0,180.0,46.0,16.0,31.0,1.0,,,0.0,,
1523.0,Chhattisgarh,Korba,Rawa,82.3872,22.4475,2023.0,7.55,339.0,0.0,159.0,18.0,0.88,3.0,10.0,0.0,110.0,34.0,6.0,30.0,1.0,,,0.0,,
1525.0,Chhattisgarh,Korba,Kudmura,83.0793,22.2014,2023.0,7.33,250.0,0.0,116.0,18.0,0.39,1.0,0.0,0.0,100.0,16.0,14.0,8.0,7.0,,,0.0,,
1526.0,Chhattisgarh,Korba,Lakhanpur,82.5327,22.3191,2023.0,6.59,56.0,0.0,24.0,4.0,0.13,1.0,5.0,0.0,20.0,6.0,1.0,3.0,1.0,,,0.0,,
1527.0,Chhattisgarh,Korba,Basin,83.0448,22.2063,2023.0,7.24,129.0,0.0,43.0,11.0,0.16,1.0,11.0,0.0,50.0,14.0,4.0,3.0,3.0,,,0.0,,
1521.0,Chhattisgarh,Korba,Nagai,82.3806,22.7594,2023.0,7.53,544.0,0.0,268.0,36.0,0.89,9.0,1.0,0.0,195.0,42.0,22.0,31.0,2.0,,,0.0,,
2962.0,Jharkhand,Bokaro,Harmu,85.9365,23.6246,2023.0,7.62,492.0,0.0,226.0,32.0,0.39,11.0,6.0,0.0,200.0,42.0,23.0,18.0,4.0,,,2.88,,
2963.0,Jharkhand,Bokaro,Nawadih,86.0422,23.8494,2023.0,7.89,920.0,0.0,268.0,97.0,0.71,80.0,24.0,0.09,385.0,104.0,30.0,34.0,0.0,,,5.49,,
2964.0,Jharkhand,Bokaro,Petarbar,85.8468,23.6162,2023.0,7.8,1016.0,0.0,238.0,174.0,0.88,44.0,27.0,0.0,365.0,96.0,30.0,60.0,8.0,,,13.95,,
3421.0,Kerala,Kannur,Kannur,75.3639,11.875,2023.0,7.17,269.0,0.0,32.0,38.0,0.02,27.0,32.0,0.0,70.0,25.0,2.0,28.0,3.0,,,0.0,,
3418.0,Kerala,Kannur,Sreekandapuram,75.5083,12.0417,2023.0,6.67,247.0,0.0,12.0,39.0,0.02,8.0,44.0,0.0,59.0,16.0,5.0,19.0,3.0,,,0.0,,
3417.0,Kerala,Kannur,Cheleri,75.425,11.9403,2023.0,4.17,65.0,0.0,0.0,9.0,0.05,2.0,14.0,0.0,15.0,4.0,1.0,3.0,2.0,,,0.0,,
3415.0,Kerala,Idukki,Kumaramangalam,76.7083,9.9361,2023.0,7.17,77.0,0.0,20.0,7.0,0.01,5.0,8.0,0.0,20.0,6.0,1.0,7.0,1.0,,,0.07,,
3414.0,Kerala,Idukki,Chittur,76.6764,9.9103,2023.0,6.87,47.0,0.0,17.0,4.0,0.01,1.0,1.0,0.0,14.0,3.0,1.0,4.0,1.0,,,0.1,,
3413.0,Kerala,Idukki,Poopara,77.1542,9.9833,2023.0,7.42,410.0,0.0,98.0,43.0,0.05,20.0,25.0,0.0,80.0,26.0,4.0,27.0,16.0,,,0.09,,
3410.0,Kerala,Idukki,Vellilamkandam,77.05,9.7083,2023.0,6.91,68.0,0.0,12.0,10.0,0.02,1.0,8.0,0.0,12.0,3.0,1.0,7.0,2.0,,,0.08,,
3409.0,Kerala,Idukki,Vandanmedu,77.1569,9.7147,2023.0,6.81,125.0,0.0,10.0,25.0,0.08,3.0,19.0,0.0,48.0,6.0,8.0,8.0,5.0,,,0.03,,
3408.0,Kerala,Idukki,Kattapana,77.0875,9.7333,2023.0,3.79,590.0,0.0,0.0,92.0,0.26,31.0,91.0,0.0,130.0,34.0,11.0,47.0,18.0,,,0.07,,
3407.0,Kerala,Idukki,Erattayar,77.1047,9.7975,2023.0,6.95,230.0,0.0,24.0,28.0,0.05,10.0,40.0,0.0,28.0,7.0,2.0,32.0,3.0,,,0.09,,
3405.0,Kerala,Idukki,Kulamavu,76.88,9.8,2023.0,7.5,137.0,0.0,17.0,16.0,0.02,1.0,24.0,0.0,28.0,8.0,2.0,11.0,3.0,,,0.07,,
3404.0,Kerala,Idukki,Idukki,76.9778,9.8417,2023.0,6.95,99.0,0.0,24.0,16.0,0.04,2.0,5.0,0.0,28.0,6.0,3.0,9.0,2.0,,,0.03,,
3403.0,Kerala,Idukki,Kaliyar,76.7817,9.975,2023.0,6.9,135.0,0.0,20.0,17.0,0.05,7.0,16.0,0.0,32.0,9.0,2.0,11.0,4.0,,,0.04,,
3402.0,Kerala,Idukki,Chinikuzhi,76.8833,9.9153,2023.0,6.8,79.0,0.0,20.0,11.0,0.01,4.0,3.0,0.0,24.0,6.0,2.0,6.0,1.0,,,0.12,,
3423.0,Kerala,Kannur,Mokeri,75.5791,11.7772,2023.0,4.17,205.0,0.0,0.0,34.0,0.08,1.0,39.0,0.0,16.0,4.0,2.0,27.0,1.0,,,0.0,,
3401.0,Kerala,Idukki,Munnar,77.0672,10.0875,2023.0,7.2,92.0,0.0,17.0,17.0,0.07,7.0,4.0,0.0,20.0,6.0,1.0,16.0,3.0,,,0.08,,
3396.0,Kerala,Idukki,Adimali,76.955,10.0133,2023.0,6.55,121.0,0.0,7.0,24.0,0.02,6.0,8.0,0.0,32.0,11.0,1.0,12.0,2.0,,,0.09,,
3394.0,Kerala,Ernakulam,Malipuram,76.225,10.0222,2023.0,7.55,330.0,0.0,130.0,31.0,0.04,4.0,4.0,0.0,121.0,43.0,3.0,18.0,3.0,,,0.0,,
3392.0,Kerala,Ernakulam,Aikaranad,76.4278,10.0153,2023.0,4.78,41.0,0.0,6.0,5.0,0.17,2.0,6.0,0.0,9.0,2.0,1.0,4.0,1.0,,,0.0,,
3391.0,Kerala,Ernakulam,Tripunithura,76.3431,9.9431,2023.0,7.06,670.0,0.0,237.0,61.0,0.15,37.0,13.0,0.0,248.0,93.0,4.0,37.0,12.0,,,0.0,,
3389.0,Kerala,Ernakulam,Chengamanad,76.3394,10.1528,2023.0,7.55,294.0,0.0,18.0,78.0,0.1,2.0,15.0,0.0,65.0,17.0,5.0,31.0,5.0,,,0.0,,
3388.0,Kerala,Ernakulam,Perumbadavam,76.5083,9.9417,2023.0,6.51,56.0,0.0,24.0,7.0,0.06,2.0,7.0,0.0,23.0,7.0,1.0,4.0,2.0,,,0.0,,
3384.0,Kerala,Ernakulam,Chellanum,76.2847,9.8069,2023.0,7.62,2996.0,0.0,450.0,762.0,0.09,9.0,16.0,0.0,660.0,172.0,56.0,338.0,40.0,,,0.0,,
3383.0,Kerala,Ernakulam,Muvattupuzha,76.5792,9.9847,2023.0,6.53,171.0,0.0,36.0,17.0,0.03,27.0,8.0,0.0,65.0,22.0,3.0,5.0,7.0,,,0.0,,
3382.0,Kerala,Ernakulam,Kothamangalam,76.6281,10.0672,2023.0,6.5,220.0,0.0,47.0,16.0,0.06,15.0,18.0,0.0,71.0,23.0,3.0,10.0,4.0,,,0.0,,
3381.0,Kerala,Ernakulam,Mulanthuruthi,76.3917,9.8917,2023.0,4.98,185.0,0.0,37.0,29.0,0.06,6.0,19.0,0.0,48.0,17.0,1.0,18.0,3.0,,,0.0,,
3380.0,Kerala,Ernakulam,Pothanikad,76.7083,10.0056,2023.0,6.5,210.0,0.0,47.0,22.0,0.02,10.0,28.0,0.0,72.0,23.0,4.0,10.0,9.0,,,0.0,,
3379.0,Kerala,Ernakulam,Neriyamangalam,76.7736,10.0556,2023.0,5.35,94.0,0.0,6.0,14.0,0.02,6.0,15.0,0.0,29.0,9.0,2.0,7.0,2.0,,,0.0,,
3378.0,Kerala,Ernakulam,Kottapadi,76.5986,10.1306,2023.0,6.6,107.0,0.0,36.0,8.0,0.02,5.0,11.0,0.0,43.0,13.0,2.0,6.0,1.0,,,0.0,,
3376.0,Kerala,Ernakulam,Malayattur,76.5333,10.1833,2023.0,6.5,133.0,0.0,47.0,9.0,0.08,8.0,14.0,0.0,50.0,14.0,4.0,7.0,5.0,,,0.0,,
3400.0,Kerala,Idukki,Vandiperiyar,77.1,9.5667,2023.0,7.15,510.0,0.0,43.0,82.0,0.02,27.0,60.0,0.0,95.0,24.0,9.0,50.0,33.0,,,0.04,,
3425.0,Kerala,Kannur,Kozhichal,75.4514,12.2889,2023.0,7.18,60.0,0.0,27.0,3.0,0.04,2.0,3.0,0.0,25.0,6.0,2.0,4.0,1.0,,,0.0,,
3427.0,Kerala,Kannur,Peringome,75.4125,12.2917,2023.0,7.12,203.0,0.0,37.0,28.0,0.01,6.0,16.0,0.0,46.0,14.0,3.0,17.0,5.0,,,0.0,,
3429.0,Kerala,Kannur,Kannavam,75.675,11.8472,2023.0,7.02,60.0,0.0,15.0,7.0,0.02,3.0,4.0,0.0,17.0,5.0,1.0,6.0,1.0,,,0.0,,
3488.0,Kerala,Kottayam,Neendur,76.505,9.6867,2023.0,6.11,112.0,0.0,6.0,25.0,0.01,1.0,15.0,0.0,20.0,4.0,2.0,14.0,7.0,,,0.03,,
3486.0,Kerala,Kottayam,Naranganam,76.75,9.75,2023.0,6.0,29.0,0.0,6.0,7.0,0.07,0.0,4.0,0.0,12.0,2.0,2.0,2.0,1.0,,,0.0,,
3485.0,Kerala,Kottayam,Changanacherry,76.5294,9.4453,2023.0,6.37,370.0,0.0,24.0,68.0,0.64,33.0,36.0,0.0,80.0,20.0,7.0,34.0,9.0,,,0.0,,
3484.0,Kerala,Kollam,Sooranadu,76.6208,9.1,2023.0,6.31,106.0,0.0,2.0,18.0,0.05,1.0,16.0,0.0,12.0,3.0,1.0,12.0,3.0,,,0.0,,
3482.0,Kerala,Kollam,Kunnada,76.8061,9.1031,2023.0,7.56,67.0,0.0,15.0,11.0,0.08,1.0,3.0,0.0,10.0,3.0,0.0,8.0,4.0,,,0.0,,
3480.0,Kerala,Kollam,Pozhikara,76.6569,8.8119,2023.0,6.97,236.0,0.0,44.0,33.0,0.05,6.0,6.0,0.0,56.0,13.0,6.0,20.0,1.0,,,0.0,,
3479.0,Kerala,Kollam,Vallikavu,76.5,9.0903,2023.0,7.67,647.0,0.0,116.0,118.0,0.09,26.0,2.0,0.0,130.0,38.0,9.0,63.0,9.0,,,0.47,,
3478.0,Kerala,Kollam,Quilon,76.583,8.89,2023.0,6.99,134.0,0.0,24.0,15.0,0.05,7.0,6.0,0.0,38.0,13.0,1.0,10.0,1.0,,,0.0,,
3476.0,Kerala,Kollam,Kottarakara,76.78,9.0,2023.0,7.2,138.0,0.0,29.0,22.0,0.12,3.0,6.0,0.0,26.0,7.0,2.0,14.0,5.0,,,0.03,,
3475.0,Kerala,Kollam,Chenkulam,76.75,8.875,2023.0,8.07,82.0,0.0,15.0,11.0,0.16,2.0,7.0,0.0,12.0,4.0,0.0,10.0,2.0,,,0.03,,
3472.0,Kerala,Kollam,Perinad,76.6375,8.9472,2023.0,6.41,140.0,0.0,7.0,28.0,0.01,5.0,9.0,0.0,14.0,6.0,0.0,20.0,1.0,,,0.0,,
3471.0,Kerala,Kollam,Vadakkumthala West,76.5361,9.0111,2023.0,7.95,366.0,0.0,73.0,26.0,0.0,43.0,8.0,0.0,102.0,32.0,5.0,20.0,16.0,,,0.1,,
3469.0,Kerala,Kollam,Madathara,77.0083,8.8319,2023.0,7.72,137.0,0.0,15.0,15.0,0.04,5.0,21.0,0.0,28.0,10.0,1.0,11.0,4.0,,,0.0,,
3468.0,Kerala,Kollam,Akkal,76.8236,8.8625,2023.0,8.31,117.0,2.0,10.0,19.0,0.15,2.0,12.0,0.0,18.0,6.0,1.0,13.0,4.0,,,0.0,,
3466.0,Kerala,Kollam,Yeroor,76.9569,8.9322,2023.0,7.89,429.0,0.0,134.0,44.0,0.11,5.0,1.0,0.0,100.0,30.0,6.0,44.0,8.0,,,0.17,,
3465.0,Kerala,Kollam,Thenmala,77.0694,8.9639,2023.0,7.24,52.0,0.0,12.0,7.0,0.1,1.0,3.0,0.0,8.0,2.0,0.0,5.0,2.0,,,0.0,,
3462.0,Kerala,Kollam,Ariyankavu,77.1472,8.9667,2023.0,8.41,307.0,24.0,104.0,13.0,0.21,12.0,2.0,0.0,70.0,18.0,6.0,43.0,1.0,,,0.08,,
3430.0,Kerala,Kannur,Kottiyur,75.8611,11.8611,2023.0,7.14,70.0,0.0,20.0,8.0,0.03,2.0,3.0,0.0,23.0,6.0,2.0,5.0,1.0,,,0.0,,
3431.0,Kerala,Kannur,Alacode,75.4653,12.1944,2023.0,7.26,197.0,0.0,112.0,3.0,0.11,5.0,1.0,0.0,94.0,12.0,15.0,6.0,1.0,,,0.0,,
3432.0,Kerala,Kannur,Chepparapadavu,75.4139,12.125,2023.0,7.01,86.0,0.0,25.0,7.0,0.02,2.0,7.0,0.0,23.0,6.0,2.0,6.0,1.0,,,0.0,,
3434.0,Kerala,Kannur,Valapattanam,75.3583,11.925,2023.0,4.53,259.0,0.0,0.0,44.0,0.15,27.0,24.0,0.0,50.0,15.0,3.0,26.0,3.0,,,0.0,,
3435.0,Kerala,Kannur,Dharmadam,75.4806,11.7833,2023.0,7.35,133.0,0.0,35.0,19.0,0.03,4.0,1.0,0.0,32.0,11.0,1.0,13.0,1.0,,,0.0,,
3438.0,Kerala,Kannur,Taliparamba,75.3653,12.0333,2023.0,7.42,200.0,0.0,30.0,24.0,0.0,6.0,26.0,0.0,41.0,13.0,2.0,13.0,7.0,,,0.0,,
3375.0,Kerala,Ernakulam,Edapally,76.3075,10.0222,2023.0,7.11,850.0,0.0,225.0,138.0,0.8,18.0,7.0,0.0,246.0,84.0,9.0,72.0,8.0,,,0.0,,
3439.0,Kerala,Kasargod,Bekal,75.0389,12.4003,2023.0,4.27,217.0,0.0,0.0,37.0,0.1,1.0,41.0,0.0,37.0,8.0,4.0,19.0,4.0,,,0.0,,
3442.0,Kerala,Kasargod,Panathur,75.3111,12.4542,2023.0,7.89,221.0,0.0,107.0,9.0,0.14,4.0,3.0,0.0,92.0,18.0,12.0,10.0,2.0,,,0.0,,
3444.0,Kerala,Kasargod,Bandadka,75.2472,12.4833,2023.0,7.91,202.0,0.0,95.0,6.0,0.16,8.0,1.0,0.0,85.0,13.0,13.0,6.0,2.0,,,0.0,,
3448.0,Kerala,Kasargod,Povval,75.06,12.5097,2023.0,7.35,148.0,0.0,27.0,15.0,0.02,2.0,21.0,0.0,41.0,14.0,2.0,11.0,2.0,,,0.0,,
3451.0,Kerala,Kasargod,Kumbala,74.9464,12.5889,2023.0,7.48,222.0,0.0,95.0,14.0,0.18,5.0,2.0,0.0,79.0,21.0,7.0,13.0,3.0,,,0.0,,
3455.0,Kerala,Kasargod,Perla,75.1086,12.645,2023.0,7.39,149.0,0.0,30.0,17.0,0.03,4.0,14.0,0.0,41.0,13.0,2.0,10.0,4.0,,,0.0,,
3456.0,Kerala,Kasargod,Uppala,74.9072,12.66,2023.0,7.5,114.0,0.0,12.0,14.0,0.05,3.0,3.0,0.0,16.0,5.0,1.0,9.0,2.0,,,0.0,,
3441.0,Kerala,Kasargod,Odayanchal,75.2111,12.3994,2023.0,7.2,60.0,0.0,20.0,7.0,0.02,1.0,2.0,0.0,20.0,6.0,2.0,5.0,0.0,,,0.0,,
3489.0,Kerala,Kottayam,Pulikuttisseri,76.47,9.64,2023.0,8.27,360.0,0.0,127.0,45.0,0.2,9.0,1.0,0.0,108.0,33.0,6.0,27.0,2.0,,,0.0,,
3373.0,Kerala,Ernakulam,Karukutty,76.38,10.23,2023.0,5.93,97.0,0.0,36.0,9.0,0.13,2.0,11.0,0.0,36.0,11.0,2.0,8.0,2.0,,,0.0,,
3371.0,Kerala,Ernakulam,Varapuzha,76.2556,10.0772,2023.0,6.7,240.0,0.0,77.0,19.0,0.05,15.0,12.0,0.0,94.0,33.0,3.0,11.0,5.0,,,0.0,,
3300.0,Jharkhand,Sahebganj,Mangal Hat,87.7767,25.0761,2023.0,7.51,1100.0,0.0,378.0,128.0,0.37,33.0,28.0,0.0,415.0,132.0,21.0,42.0,35.0,,,0.33,,
3299.0,Jharkhand,Sahebganj,Ghatselumpur,87.763,25.1275,2023.0,7.64,1385.0,0.0,512.0,178.0,0.41,14.0,8.0,0.0,545.0,196.0,13.0,60.0,15.0,,,0.0,,
3298.0,Jharkhand,Sahebganj,Rajmahal,87.8368,25.0511,2023.0,7.83,897.0,0.0,360.0,78.0,0.54,18.0,25.0,0.0,365.0,98.0,29.0,34.0,8.0,,,3.5,,
3297.0,Jharkhand,Sahebganj,Ranga,87.6889,24.8556,2023.0,7.91,482.0,0.0,238.0,25.0,0.51,8.0,1.0,0.0,215.0,50.0,22.0,12.0,1.0,,,0.22,,
3296.0,Jharkhand,Sahebganj,Taljhari,87.7903,25.0586,2023.0,7.93,656.0,0.0,299.0,50.0,0.56,9.0,1.0,0.08,180.0,66.0,4.0,69.0,0.0,,,0.0,,
3295.0,Jharkhand,Sahebganj,Mandro,87.4978,25.1383,2023.0,8.02,1317.0,0.0,445.0,174.0,0.47,17.0,35.0,0.0,450.0,144.0,22.0,80.0,29.0,,,0.11,,
3294.0,Jharkhand,Sahebganj,Belbhadri,87.4889,25.2475,2023.0,7.85,512.0,0.0,256.0,21.0,0.59,9.0,9.0,0.11,205.0,50.0,19.0,22.0,2.0,,,0.0,,
3293.0,Jharkhand,Sahebganj,Maricho,87.6238,25.0722,2023.0,7.46,609.0,0.0,281.0,39.0,0.19,12.0,5.0,0.11,235.0,66.0,17.0,33.0,0.0,,,0.0,,
3292.0,Jharkhand,Sahebganj,Harinchara Chowk,87.6138,25.0303,2023.0,7.56,1344.0,0.0,445.0,195.0,0.11,8.0,28.0,0.0,475.0,130.0,36.0,86.0,10.0,,,0.0,,
3291.0,Jharkhand,Sahebganj,Borio,87.5941,25.0358,2023.0,8.01,838.0,0.0,317.0,85.0,0.36,34.0,5.0,0.0,175.0,48.0,13.0,98.0,23.0,,,0.0,,
3290.0,Jharkhand,Sahebganj,Chotakadma,87.5695,24.8626,2023.0,7.71,628.0,0.0,281.0,46.0,0.25,14.0,6.0,0.0,240.0,72.0,15.0,32.0,3.0,,,1.25,,
3289.0,Jharkhand,Sahebganj,Barhait,87.6109,24.8853,2023.0,7.09,389.0,0.0,189.0,21.0,0.18,6.0,5.0,0.11,160.0,38.0,16.0,11.0,7.0,,,0.41,,
3288.0,Jharkhand,Sahebganj,Baramasia,87.6535,24.8603,2023.0,8.04,635.0,0.0,342.0,21.0,0.34,7.0,2.0,0.0,225.0,54.0,22.0,42.0,0.0,,,0.71,,
3287.0,Jharkhand,Sahebganj,Kotalpokhar,87.8183,24.7435,2023.0,8.22,153.0,0.0,67.0,14.0,0.27,2.0,0.0,0.19,70.0,10.0,11.0,3.0,0.0,,,12.25,,
3301.0,Jharkhand,Sahebganj,Sahebganj1,87.6316,25.2154,2023.0,7.78,1271.0,0.0,439.0,128.0,0.59,60.0,40.0,0.0,505.0,112.0,55.0,58.0,1.0,,,3.94,,
3286.0,Jharkhand,Sahebganj,Barharwa,87.7663,24.8526,2023.0,7.76,261.0,0.0,116.0,21.0,0.21,2.0,2.0,0.2,120.0,28.0,12.0,5.0,0.0,,,0.0,,
3284.0,Jharkhand,Ranchi,Rangamati,85.8316,22.987,2023.0,8.06,1086.0,0.0,214.0,181.0,0.28,84.0,26.0,0.11,395.0,100.0,35.0,63.0,9.0,,,0.95,,
3283.0,Jharkhand,Ranchi,Sonahatu,85.7055,23.1794,2023.0,7.91,391.0,0.0,128.0,53.0,0.19,8.0,5.0,0.0,155.0,40.0,13.0,18.0,2.0,,,0.0,,
3282.0,Jharkhand,Ranchi,Silli,85.8415,23.3602,2023.0,7.34,557.0,0.0,177.0,71.0,0.3,26.0,7.0,0.0,165.0,32.0,21.0,50.0,3.0,,,0.0,,
3281.0,Jharkhand,Ranchi,Patrahatu,85.7642,23.2941,2023.0,7.44,370.0,0.0,104.0,53.0,0.16,13.0,13.0,0.0,100.0,8.0,19.0,38.0,3.0,,,3.42,,
3280.0,Jharkhand,Ranchi,Kita,85.7599,23.3654,2023.0,7.62,592.0,0.0,189.0,89.0,0.3,16.0,1.0,0.0,150.0,28.0,19.0,62.0,6.0,,,0.42,,
3279.0,Jharkhand,Ranchi,Khatitanr,85.2252,23.4142,2023.0,7.93,252.0,0.0,67.0,32.0,0.7,5.0,25.0,0.0,110.0,32.0,7.0,5.0,2.0,,,2.27,,
3278.0,Jharkhand,Ranchi,Hurhuri,85.2193,23.4411,2023.0,7.72,322.0,0.0,73.0,60.0,0.12,5.0,17.0,0.0,120.0,40.0,5.0,18.0,1.0,,,0.0,,
3277.0,Jharkhand,Ranchi,Bajra,85.2793,23.373,2023.0,7.81,1155.0,0.0,183.0,224.0,0.13,63.0,58.0,0.0,320.0,50.0,47.0,112.0,10.0,,,0.0,,
3276.0,Jharkhand,Ranchi,Ukrid,85.4854,23.4989,2023.0,7.34,331.0,0.0,122.0,36.0,0.2,14.0,5.0,0.0,135.0,24.0,18.0,13.0,2.0,,,1.59,,
3275.0,Jharkhand,Ranchi,Tungri Tola,85.4247,23.4381,2023.0,7.66,351.0,0.0,73.0,71.0,0.18,8.0,10.0,0.0,120.0,20.0,17.0,27.0,1.0,,,0.0,,
3274.0,Jharkhand,Ranchi,Ormanji,85.4273,23.4411,2023.0,8.06,418.0,0.0,98.0,71.0,0.17,26.0,2.0,0.0,150.0,24.0,22.0,24.0,6.0,,,3.46,,
3273.0,Jharkhand,Ranchi,Hombai B.I.T. Mesra,85.4111,23.4233,2023.0,7.88,793.0,0.0,171.0,146.0,0.17,17.0,43.0,0.0,185.0,38.0,22.0,95.0,5.0,,,0.0,,
3272.0,Jharkhand,Ranchi,Chutupalu,85.5039,23.5217,2023.0,7.31,512.0,0.0,122.0,89.0,0.42,28.0,6.0,0.0,205.0,42.0,24.0,21.0,6.0,,,0.0,,
3271.0,Jharkhand,Ranchi,Hatia,85.3058,23.3128,2023.0,7.93,607.0,0.0,67.0,135.0,0.12,16.0,52.0,0.0,180.0,30.0,26.0,52.0,6.0,,,0.0,,
3285.0,Jharkhand,Ranchi,Tamar,85.6639,23.0568,2023.0,8.01,283.0,0.0,85.0,39.0,0.15,16.0,1.0,0.0,110.0,20.0,15.0,16.0,1.0,,,1.65,,
3302.0,Jharkhand,Sahebganj,Dihari,87.5202,25.2668,2023.0,8.14,780.0,0.0,427.0,21.0,0.2,5.0,4.0,0.0,350.0,92.0,29.0,14.0,9.0,,,0.0,,
3303.0,Jharkhand,Sahebganj,Hazipur,87.5006,25.2894,2023.0,7.8,1464.0,0.0,458.0,224.0,0.49,20.0,28.0,0.0,540.0,120.0,58.0,66.0,39.0,,,0.0,,
3304.0,Jharkhand,Sahebganj,Sakrigali,87.7124,25.2428,2023.0,7.77,1309.0,0.0,354.0,224.0,0.64,12.0,42.0,0.0,470.0,112.0,46.0,76.0,15.0,,,5.54,,
3367.0,Kerala,Alappuzha,Arukutti,76.32,9.85,2023.0,8.02,247.0,0.0,98.0,10.0,0.1,33.0,0.0,0.0,97.0,34.0,3.0,10.0,3.0,,,0.0,,
3365.0,Kerala,Alappuzha,Pattanakad,76.2917,9.7333,2023.0,7.58,554.0,0.0,287.0,22.0,0.04,2.0,25.0,0.0,234.0,85.0,6.0,14.0,22.0,,,0.0,,
3364.0,Kerala,Alappuzha,Chandirur,76.3044,9.8342,2023.0,8.29,211.0,0.0,85.0,12.0,0.04,2.0,2.0,0.0,86.0,31.0,2.0,9.0,5.0,,,0.0,,
3362.0,Kerala,Alappuzha,Oachira1,76.5139,9.1458,2023.0,7.6,346.0,0.0,110.0,21.0,0.06,69.0,13.0,0.0,124.0,42.0,5.0,17.0,10.0,,,0.0,,
3361.0,Kerala,Alappuzha,Pallarimangalam,76.5361,9.2042,2023.0,9.37,397.0,6.0,12.0,26.0,0.02,20.0,129.0,0.0,117.0,42.0,3.0,19.0,11.0,,,0.0,,
3360.0,Kerala,Alappuzha,Chettikulangara,76.5183,9.2497,2023.0,7.42,224.0,0.0,43.0,29.0,0.01,40.0,2.0,0.0,77.0,27.0,2.0,11.0,3.0,,,0.0,,
3359.0,Kerala,Alappuzha,Aranootimangalam,76.58,9.23,2023.0,6.4,90.0,0.0,12.0,10.0,0.1,3.0,0.0,0.0,22.0,7.0,1.0,3.0,3.0,,,0.0,,
3358.0,Kerala,Alappuzha,Kayamkulam,76.4833,9.1833,2023.0,8.04,168.0,0.0,59.0,12.0,0.08,15.0,2.0,0.0,60.0,21.0,2.0,8.0,4.0,,,0.0,,
3357.0,Kerala,Alappuzha,Valavanad,76.3333,9.6,2023.0,7.41,172.0,0.0,54.0,17.0,0.01,13.0,3.0,0.0,53.0,16.0,3.0,12.0,5.0,,,0.0,,
3356.0,Kerala,Alappuzha,Thevery,76.5417,9.2333,2023.0,8.92,234.0,6.0,73.0,21.0,0.07,21.0,2.0,0.0,80.0,19.0,8.0,18.0,4.0,,,0.0,,
3355.0,Kerala,Alappuzha,Haripad,76.4639,9.2875,2023.0,7.92,347.0,0.0,171.0,11.0,0.03,21.0,3.0,0.0,143.0,51.0,4.0,12.0,5.0,,,0.0,,
3354.0,Kerala,Alappuzha,Kallissery,76.6167,9.3333,2023.0,7.17,121.0,0.0,24.0,14.0,0.1,8.0,10.0,0.0,34.0,11.0,2.0,10.0,2.0,,,0.0,,
3353.0,Kerala,Alappuzha,Venmani,76.6156,9.2769,2023.0,6.73,170.0,0.0,5.0,16.0,0.02,19.0,30.0,0.0,45.0,12.0,4.0,16.0,4.0,,,0.0,,
3351.0,Kerala,Alappuzha,Thakazhi,76.4,9.38,2023.0,8.14,654.0,0.0,98.0,106.0,0.3,114.0,1.0,0.0,151.0,29.0,19.0,76.0,9.0,,,0.0,,
