pH,EC_uScm,TDS_mgL,HCO3_mgL,Cl_mgL,F_mgL,SO4,NO3,Total_Hardness_mgL,Ca_mgL,Mg_mgL,Na_mgL,K_mgL,pH_exceed,TDS_mgL_exceed,NO3_exceed,F_mgL_exceed,Cl_mgL_exceed,SO4_exceed,Total_Hardness_mgL_exceed,risk_score,risk_label,Latitude,Longitude,State,District,Location,coordinate_flag
7.67,140.0,93.8,61.0,14.0,0.37,0.0,0.0,60.0,8.0,10.0,6.0,1.0,0,0,0,0,0,0,0,0,SAFE,30.3867,77.9731,Uttarakhand,Dehradun,Khandoli,
7.54,276.0,184.92,134.0,21.0,0.46,0.0,0.0,120.0,28.0,12.0,13.0,1.0,0,0,0,0,0,0,0,0,SAFE,30.4386,77.7478,Uttarakhand,Dehradun,Jhajra,
7.67,185.0,123.95,85.0,14.0,0.35,5.0,6.0,70.0,12.0,10.0,13.0,0.0,0,0,0,0,0,0,0,0,SAFE,30.4114,77.8125,Uttarakhand,Dehradun,Chhorba,
7.86,650.0,435.5,268.0,21.0,0.34,20.0,72.0,310.0,68.0,34.0,9.0,0.0,0,0,1,0,0,0,1,2,MODERATE,30.3006,77.9533,Uttarakhand,Dehradun,Baronwala,
7.43,610.0,408.7000000000001,293.0,21.0,0.13,16.0,18.0,260.0,68.0,22.0,20.0,0.0,0,0,0,0,0,0,1,1,MODERATE,29.0658,80.1047,Uttarakhand,Champawat,Tanakpur,
7.71,614.0,411.38000000000005,354.0,7.0,0.0,0.0,5.0,290.0,64.0,31.0,7.0,2.0,0,0,0,0,0,0,1,1,MODERATE,29.0408,80.0942,Uttarakhand,Champawat,Bichai,
7.73,539.0,361.13,293.0,7.0,0.15,7.0,9.0,250.0,92.0,5.0,8.0,1.0,0,0,0,0,0,0,1,1,MODERATE,29.1331,80.0861,Uttarakhand,Champawat,Bastia,
7.89,505.0,338.35,220.0,21.0,0.0,0.0,30.0,220.0,60.0,17.0,12.0,3.0,0,0,0,0,0,0,1,1,MODERATE,28.9961,80.0722,Uttarakhand,Champawat,Banbasa,
7.39,112.0,75.04,55.0,7.0,0.0,0.0,0.0,45.0,12.0,4.0,5.0,0.0,0,0,0,0,0,0,0,0,SAFE,29.7803,79.6072,Uttarakhand,Almora,Mehragaon (Someshwar),
8.88,174.0,116.58,37.0,7.0,0.0,0.0,0.0,70.0,14.0,8.0,7.0,0.0,1,0,0,0,0,0,0,1,MODERATE,29.7858,79.5256,Uttarakhand,Almora,Lodh,
7.54,103.0,69.01,43.0,7.0,0.0,0.0,0.0,40.0,10.0,4.0,5.0,0.0,0,0,0,0,0,0,0,0,SAFE,29.5997,79.6628,Uttarakhand,Almora,Dudholi *,
8.91,125.0,83.75,24.0,4.0,0.0,0.0,6.0,40.0,12.0,2.0,10.0,0.0,1,0,0,0,0,0,0,1,MODERATE,29.7837,79.2634,Uttarakhand,Almora,Deghat*,
7.99,821.0,550.07,390.0,28.0,0.25,35.0,15.0,315.0,66.0,36.0,33.0,18.0,0,1,0,0,0,0,1,2,MODERATE,29.7994,79.6814,Uttarakhand,Almora,Bhoolgaon Sp,
7.57,255.0,170.85000000000002,92.0,18.0,0.25,0.0,17.0,80.0,24.0,5.0,19.0,3.0,0,0,0,0,0,0,0,0,SAFE,29.8,79.2731,Uttarakhand,Almora,Ramghat,
8.94,555.0,371.85,134.0,32.0,0.2,19.0,29.0,170.0,48.0,12.0,46.0,11.0,1,0,0,0,0,0,0,1,MODERATE,29.7358,79.2519,Uttarakhand,Almora,Naula,
7.91,317.0,212.39,146.0,14.0,0.16,6.0,12.0,125.0,40.0,6.0,14.0,2.0,0,0,0,0,0,0,0,0,SAFE,29.5708,79.4797,Uttarakhand,Almora,Patali Talla,
8.02,415.0,278.05,171.0,21.0,0.0,20.0,16.0,170.0,52.0,10.0,16.0,1.0,0,0,0,0,0,0,0,0,SAFE,29.5294,79.4836,Uttarakhand,Almora,Patali Malla,
7.62,235.0,157.45000000000002,122.0,7.0,0.16,0.0,7.0,90.0,28.0,5.0,10.0,4.0,0,0,0,0,0,0,0,0,SAFE,29.7042,79.5525,Uttarakhand,Almora,Goluchheena*,
7.24,127.0,85.09,55.0,7.0,0.0,0.0,5.0,25.0,8.0,1.0,15.0,2.0,0,0,0,0,0,0,0,0,SAFE,29.6211,79.7172,Uttarakhand,Almora,Paitsaal *,
8.03,683.0,457.61,403.0,21.0,0.59,9.0,0.0,200.0,44.0,22.0,80.0,2.0,0,0,0,0,0,0,0,0,SAFE,25.3997,82.97,Uttar Pradesh,Varanasi,Block Office,
7.81,562.0,376.54,299.0,21.0,0.59,14.0,12.0,225.0,48.0,25.0,37.0,3.0,0,0,0,0,0,0,1,1,MODERATE,29.8083,77.93,Uttarakhand,Haridwar,Landhaura,
8.08,359.0,240.53,195.0,7.0,0.7,0.0,18.0,155.0,56.0,4.0,11.0,4.0,0,0,0,0,0,0,0,0,SAFE,29.7442,77.9139,Uttarakhand,Haridwar,Mudlana,
8.43,1175.0,787.25,500.0,35.0,1.0,39.0,0.0,70.0,12.0,10.0,240.0,2.0,0,1,0,0,0,0,0,1,MODERATE,25.8601,81.4946,Uttar Pradesh,Pratapgarh,Block Office,
8.43,1336.0,895.12,415.0,99.0,2.04,140.0,0.0,50.0,12.0,5.0,295.0,0.0,0,1,0,1,0,0,0,2,MODERATE,25.6378,82.0017,Uttar Pradesh,Prayagraj,Dunnaiya,
7.79,956.0,640.52,537.0,43.0,0.95,0.0,19.0,290.0,56.0,36.0,100.0,3.0,0,1,0,0,0,0,1,2,MODERATE,25.3753,81.7261,Uttar Pradesh,Prayagraj,Ashrave Kalan,
7.69,285.0,190.95,110.0,28.0,0.11,10.0,13.0,120.0,28.0,12.0,16.0,2.0,0,0,0,0,0,0,0,0,SAFE,30.8044,78.1878,Uttarakhand,Uttarkashi,Sharukhet,
7.64,358.0,239.86,159.0,14.0,0.23,0.0,30.0,170.0,48.0,12.0,8.0,4.0,0,0,0,0,0,0,0,0,SAFE,30.7528,78.4733,Uttarakhand,Uttarkashi,Ganeshpur,
8.03,389.0,260.63,226.0,14.0,0.0,0.0,0.0,170.0,60.0,5.0,12.0,0.0,0,0,0,0,0,0,0,0,SAFE,30.8092,78.2111,Uttarakhand,Uttarkashi,Barkot,
7.31,415.0,278.05,195.0,28.0,0.0,0.0,18.0,170.0,40.0,17.0,22.0,7.0,0,0,0,0,0,0,0,0,SAFE,30.7322,78.4211,Uttarakhand,Uttarkashi,Uttarkashi,
8.11,394.0,263.98,220.0,7.0,0.18,0.0,19.0,190.0,48.0,17.0,4.0,3.0,0,0,0,0,0,0,0,0,SAFE,30.7322,78.4211,Uttarakhand,Uttarkashi,Dunda,
8.31,399.0,267.33000000000004,146.0,14.0,0.21,0.0,13.0,180.0,52.0,12.0,13.0,8.0,0,0,0,0,0,0,0,0,SAFE,30.6003,78.3147,Uttarakhand,Uttarkashi,Dharasu,
7.76,293.0,196.31,165.0,14.0,0.18,0.0,7.0,130.0,32.0,12.0,11.0,0.0,0,0,0,0,0,0,0,0,SAFE,30.6844,78.3494,Uttarakhand,Uttarkashi,Devidhar,
7.89,440.0,294.8,171.0,36.0,0.0,33.0,18.0,150.0,40.0,12.0,31.0,11.0,0,0,0,0,0,0,0,0,SAFE,30.5739,78.3286,Uttarakhand,Uttarkashi,Chinyalisaur,
7.81,197.0,131.99,85.0,14.0,0.0,6.0,9.0,90.0,24.0,7.0,4.0,2.0,0,0,0,0,0,0,0,0,SAFE,30.7439,78.3592,Uttarakhand,Uttarkashi,Ratodi Sar,
8.02,204.0,136.68,98.0,18.0,0.0,0.0,6.0,100.0,28.0,7.0,3.0,0.0,0,0,0,0,0,0,0,0,SAFE,30.7589,78.2778,Uttarakhand,Uttarkashi,Nagal,
8.0,180.0,120.6,73.0,14.0,0.0,0.0,7.0,85.0,20.0,8.0,3.0,3.0,0,0,0,0,0,0,0,0,SAFE,30.7397,78.5247,Uttarakhand,Uttarkashi,Maneri,
8.71,255.0,170.85000000000002,24.0,14.0,0.34,0.0,11.0,120.0,32.0,10.0,3.0,4.0,1,0,0,0,0,0,0,1,MODERATE,30.9031,78.68,Uttarakhand,Uttarkashi,Ganganani Spring *,
8.22,240.0,160.8,116.0,18.0,0.31,0.0,12.0,110.0,28.0,10.0,6.0,4.0,0,0,0,0,0,0,0,0,SAFE,30.8211,78.6264,Uttarakhand,Uttarkashi,Charethi Hp *,
7.76,649.0,434.83,366.0,7.0,0.62,0.0,0.0,240.0,48.0,29.0,36.0,0.0,0,0,0,0,0,0,1,1,MODERATE,29.3317,78.8783,Uttarakhand,Udham Singh Nagar,Patrampur,
7.54,495.0,331.65000000000003,281.0,7.0,0.21,0.0,6.0,200.0,56.0,14.0,21.0,2.0,0,0,0,0,0,0,0,0,SAFE,29.2281,78.9311,Uttarakhand,Udham Singh Nagar,Missarwala,
7.98,888.0,594.96,427.0,50.0,1.0,0.0,16.0,200.0,32.0,29.0,111.0,1.0,0,1,0,0,0,0,0,1,MODERATE,29.2786,78.8342,Uttarakhand,Udham Singh Nagar,Jaspur,
7.94,644.0,431.48,366.0,7.0,0.61,0.0,0.0,240.0,40.0,34.0,36.0,1.0,0,0,0,0,0,0,1,1,MODERATE,29.3267,78.7706,Uttarakhand,Udham Singh Nagar,Angadpur,
7.92,520.0,348.40000000000003,293.0,7.0,0.28,0.0,9.0,220.0,64.0,14.0,18.0,1.0,0,0,0,0,0,0,1,1,MODERATE,29.0161,79.7908,Uttarakhand,Udham Singh Nagar,Tukri,
7.79,880.0,589.6,329.0,92.0,0.14,0.0,30.0,310.0,76.0,29.0,58.0,2.0,0,1,0,0,0,0,1,2,MODERATE,28.9222,79.7042,Uttarakhand,Udham Singh Nagar,Sitarganj,
7.84,700.0,469.0,354.0,14.0,0.91,0.0,33.0,270.0,60.0,29.0,30.0,10.0,0,0,0,0,0,0,1,1,MODERATE,28.9475,79.8131,Uttarakhand,Udham Singh Nagar,Nanak Mata,
7.89,480.0,321.6,268.0,7.0,0.14,0.0,6.0,180.0,56.0,10.0,27.0,1.0,0,0,0,0,0,0,0,0,SAFE,28.9886,79.6981,Uttarakhand,Udham Singh Nagar,Kalyanpur,
8.0,530.0,355.1,305.0,7.0,0.0,0.0,0.0,210.0,64.0,12.0,24.0,1.0,0,0,0,0,0,0,1,1,MODERATE,28.9939,79.7739,Uttarakhand,Udham Singh Nagar,Dhyanpur,
7.69,419.0,280.73,232.0,7.0,0.15,0.0,8.0,180.0,48.0,14.0,13.0,1.0,0,0,0,0,0,0,0,0,SAFE,28.9369,79.7667,Uttarakhand,Udham Singh Nagar,Bidora,
7.81,542.0,363.14,293.0,7.0,0.45,0.0,18.0,210.0,40.0,26.0,28.0,0.0,0,0,0,0,0,0,1,1,MODERATE,28.8756,79.6597,Uttarakhand,Udham Singh Nagar,Begur Mod,
7.8,462.0,309.54,232.0,7.0,0.15,6.0,25.0,180.0,52.0,12.0,22.0,2.0,0,0,0,0,0,0,0,0,SAFE,28.9986,79.5217,Uttarakhand,Udham Singh Nagar,Shantipuri,
7.79,520.0,348.40000000000003,244.0,21.0,0.27,0.0,27.0,200.0,60.0,12.0,26.0,3.0,0,0,0,0,0,0,0,0,SAFE,28.9969,79.4022,Uttarakhand,Udham Singh Nagar,Rudrapur,
7.95,779.0,521.9300000000001,268.0,71.0,0.38,0.0,51.0,310.0,80.0,26.0,34.0,2.0,0,1,1,0,0,0,1,3,HIGH,28.9486,79.5211,Uttarakhand,Udham Singh Nagar,Rajpura,
8.16,800.0,536.0,427.0,35.0,1.68,19.0,17.0,190.0,32.0,26.0,108.0,3.0,0,1,0,1,0,0,0,2,MODERATE,26.0158,81.7108,Uttar Pradesh,Pratapgarh,Bashuapur,
8.44,2126.0,1424.42,976.0,92.0,5.0,88.0,14.0,130.0,16.0,22.0,455.0,2.0,0,1,0,1,0,0,0,2,MODERATE,25.8892,81.8925,Uttar Pradesh,Pratapgarh,Tonipur,
7.92,540.0,361.8,244.0,21.0,0.19,34.0,0.0,230.0,52.0,24.0,16.0,2.0,0,0,0,0,0,0,1,1,MODERATE,28.437,79.8051,Uttar Pradesh,Pilibhit,Mohammad Jamkhadia,
7.93,420.0,281.40000000000003,214.0,14.0,0.24,0.0,0.0,180.0,44.0,17.0,10.0,3.0,0,0,0,0,0,0,0,0,SAFE,28.4347,79.906,Uttar Pradesh,Pilibhit,Paint Bojhi,
7.99,400.0,268.0,177.0,21.0,0.38,13.0,0.0,180.0,48.0,14.0,6.0,4.0,0,0,0,0,0,0,0,0,SAFE,28.2456,79.9411,Uttar Pradesh,Pilibhit,Block Office,
8.2,400.0,268.0,183.0,14.0,0.23,24.0,0.0,140.0,36.0,12.0,26.0,2.0,0,0,0,0,0,0,0,0,SAFE,28.3033,79.7193,Uttar Pradesh,Pilibhit,Churra Sakatpur,
8.42,547.0,366.49,287.0,7.0,0.14,21.0,0.0,270.0,64.0,26.0,5.0,9.0,0,0,0,0,0,0,1,1,MODERATE,28.6417,80.0082,Uttar Pradesh,Pilibhit,Mathana,
8.08,360.0,241.2,195.0,7.0,0.3,7.0,0.0,160.0,36.0,17.0,8.0,3.0,0,0,0,0,0,0,0,0,SAFE,28.5735,79.8698,Uttar Pradesh,Pilibhit,Sarai Sunderpur,
8.2,1536.0,1029.12,415.0,107.0,0.28,112.0,128.0,450.0,116.0,38.0,88.0,82.0,0,1,1,0,0,0,1,3,HIGH,28.6201,80.1224,Uttar Pradesh,Pilibhit,"Adjacent To Gp Office, Madho Tanda",
7.69,532.0,356.44,299.0,7.0,0.17,0.0,0.0,250.0,56.0,26.0,4.0,7.0,0,0,0,0,0,0,1,1,MODERATE,28.7029,80.2897,Uttar Pradesh,Pilibhit,"Babanpur, Tila No.4",
7.75,508.0,340.36,262.0,7.0,0.14,11.0,0.0,215.0,44.0,25.0,7.0,4.0,0,0,0,0,0,0,1,1,MODERATE,28.5696,80.2975,Uttar Pradesh,Pilibhit,Dhanara Ghat (Haripur Range),
7.98,330.0,221.1,146.0,7.0,0.24,28.0,0.0,150.0,36.0,14.0,3.0,2.0,0,0,0,0,0,0,0,0,SAFE,28.7052,80.1507,Uttar Pradesh,Pilibhit,"Purania T.Mahrajpur, Ssb Campus",
8.02,512.0,343.04,268.0,7.0,0.4,23.0,0.0,240.0,48.0,29.0,5.0,6.0,0,0,0,0,0,0,1,1,MODERATE,28.5732,80.0034,Uttar Pradesh,Pilibhit,Raipur,
8.09,418.0,280.06,214.0,7.0,0.16,8.0,0.0,190.0,48.0,17.0,6.0,1.0,0,0,0,0,0,0,0,0,SAFE,28.4375,80.1688,Uttar Pradesh,Pilibhit,Sabalpur Khas,
8.17,765.0,512.5500000000001,403.0,35.0,0.62,21.0,16.0,200.0,28.0,31.0,96.0,5.0,0,1,0,0,0,0,0,1,MODERATE,25.7992,81.5822,Uttar Pradesh,Pratapgarh,Jilla Panchayat Office,
8.07,627.0,420.09,342.0,14.0,0.93,18.0,5.0,240.0,40.0,34.0,39.0,3.0,0,0,0,0,0,0,1,1,MODERATE,25.7528,82.0086,Uttar Pradesh,Pratapgarh,Muar,
8.17,710.0,475.7000000000001,403.0,14.0,1.36,17.0,5.0,300.0,40.0,48.0,28.0,3.0,0,0,0,0,0,0,1,1,MODERATE,25.7561,81.435,Uttar Pradesh,Pratapgarh,Bhadchak,
8.02,683.0,457.61,378.0,28.0,1.42,22.0,0.0,310.0,48.0,46.0,29.0,2.0,0,0,0,0,0,0,1,1,MODERATE,25.6472,81.5836,Uttar Pradesh,Pratapgarh,Ramapur,
7.93,625.0,418.75,366.0,14.0,0.42,5.0,0.0,260.0,52.0,31.0,30.0,3.0,0,0,0,0,0,0,1,1,MODERATE,26.0244,82.1419,Uttar Pradesh,Pratapgarh,Wari Kalan,
8.03,1018.0,682.0600000000001,488.0,71.0,0.87,51.0,0.0,290.0,28.0,53.0,115.0,2.0,0,1,0,0,0,0,1,2,MODERATE,25.8936,82.3039,Uttar Pradesh,Pratapgarh,Bhogipur Katar,
8.24,474.0,317.58000000000004,171.0,36.0,0.1,10.0,37.0,220.0,56.0,19.0,9.0,6.0,0,0,0,0,0,0,1,1,MODERATE,29.7636,77.8686,Uttarakhand,Haridwar,Libhrahedi,
7.94,444.0,297.48,220.0,7.0,0.38,0.0,21.0,210.0,56.0,17.0,5.0,2.0,0,0,0,0,0,0,1,1,MODERATE,28.8981,79.5406,Uttarakhand,Udham Singh Nagar,Pipaliya,
8.35,1057.0,708.19,311.0,50.0,0.17,94.0,44.0,310.0,56.0,41.0,56.0,72.0,0,1,0,0,0,0,1,2,MODERATE,28.9094,79.5222,Uttarakhand,Udham Singh Nagar,Kichha,
8.25,257.0,172.19,122.0,18.0,0.13,0.0,0.0,100.0,32.0,5.0,10.0,0.0,0,0,0,0,0,0,0,0,SAFE,30.5522,78.3217,Uttarakhand,Tehri Garhwal,Chinyaligaud,
7.66,252.0,168.84,122.0,14.0,0.0,0.0,0.0,100.0,28.0,7.0,11.0,2.0,0,0,0,0,0,0,0,0,SAFE,29.7786,78.4433,Uttarakhand,Pauri Garhwal,Trilokpur* New,
7.38,602.0,403.34,281.0,21.0,0.0,18.0,28.0,260.0,84.0,12.0,19.0,2.0,0,0,0,0,0,0,1,1,MODERATE,29.7311,78.5075,Uttarakhand,Pauri Garhwal,Kaudia (Kotdwar),
8.18,307.0,205.69000000000003,159.0,7.0,0.0,0.0,0.0,120.0,28.0,12.0,12.0,1.0,0,0,0,0,0,0,0,0,SAFE,29.2286,79.4131,Uttarakhand,Nainital,Lamachaur,
7.84,717.0,480.39,342.0,14.0,0.2,21.0,32.0,290.0,80.0,22.0,29.0,3.0,0,0,0,0,0,0,1,1,MODERATE,29.0744,79.5222,Uttarakhand,Nainital,Lalkuan,
7.42,630.0,422.1,329.0,21.0,0.21,16.0,0.0,220.0,64.0,14.0,39.0,8.0,0,0,0,0,0,0,1,1,MODERATE,29.1,79.6925,Uttarakhand,Nainital,Khaat Baans,
7.95,695.0,465.65,342.0,14.0,0.16,16.0,24.0,260.0,88.0,10.0,37.0,4.0,0,0,0,0,0,0,1,1,MODERATE,29.2667,79.5447,Uttarakhand,Nainital,Kathgodam,
7.74,654.0,438.18,305.0,14.0,0.11,0.0,48.0,310.0,56.0,41.0,6.0,1.0,0,0,1,0,0,0,1,2,MODERATE,29.3025,79.3281,Uttarakhand,Nainital,Kaladungi,
7.55,667.0,446.89,366.0,11.0,0.0,0.0,0.0,280.0,46.0,40.0,22.0,4.0,0,0,0,0,0,0,1,1,MODERATE,29.3947,79.1272,Uttarakhand,Nainital,Ram Nagar,
7.89,524.0,351.08000000000004,268.0,14.0,0.0,7.0,16.0,220.0,60.0,17.0,18.0,2.0,0,0,0,0,0,0,1,1,MODERATE,29.3364,79.0633,Uttarakhand,Nainital,Peeru Madara,
8.08,534.0,357.78000000000003,305.0,7.0,0.39,0.0,6.0,210.0,52.0,19.0,25.0,0.0,0,0,0,0,0,0,1,1,MODERATE,29.3197,78.9628,Uttarakhand,Nainital,Maldhan Colony,
7.9,480.0,321.6,220.0,18.0,0.18,5.0,27.0,200.0,60.0,12.0,17.0,2.0,0,0,0,0,0,0,0,0,SAFE,29.4886,79.1419,Uttarakhand,Nainital,Garjiya,
7.86,328.0,219.76,116.0,11.0,0.0,0.0,46.0,150.0,12.0,29.0,6.0,1.0,0,0,1,0,0,0,0,1,MODERATE,29.3861,79.2869,Uttarakhand,Nainital,Dohniya,
7.47,592.0,396.64,317.0,14.0,0.13,0.0,14.0,180.0,48.0,14.0,53.0,1.0,0,0,0,0,0,0,0,0,SAFE,29.4181,79.0,Uttarakhand,Nainital,Dhela,
8.05,480.0,321.6,232.0,14.0,0.0,0.0,17.0,210.0,36.0,29.0,12.0,3.0,0,0,0,0,0,0,1,1,MODERATE,29.3664,79.0981,Uttarakhand,Nainital,Chilkiya,
7.75,718.0,481.06,354.0,7.0,0.15,0.0,53.0,320.0,52.0,46.0,16.0,2.0,0,0,1,0,0,0,1,2,MODERATE,29.3114,79.21,Uttarakhand,Nainital,Belparao,
8.26,670.0,448.9,207.0,21.0,0.0,7.0,114.0,300.0,24.0,58.0,10.0,3.0,0,0,1,0,0,0,1,2,MODERATE,29.3714,79.4633,Uttarakhand,Nainital,Sipahi Dhara,
8.12,284.0,190.28,140.0,7.0,0.0,0.0,8.0,130.0,32.0,12.0,4.0,2.0,0,0,0,0,0,0,0,0,SAFE,29.3083,79.5533,Uttarakhand,Nainital,Salari,
8.17,536.0,359.12,256.0,7.0,0.0,5.0,43.0,260.0,32.0,43.0,0.0,0.0,0,0,0,0,0,0,1,1,MODERATE,29.3708,79.4603,Uttarakhand,Nainital,Kudaghat (Kuda Pahar),
7.84,371.0,248.57,159.0,14.0,0.0,14.0,24.0,150.0,36.0,14.0,15.0,3.0,0,0,0,0,0,0,0,0,SAFE,29.3417,79.4869,Uttarakhand,Nainital,Jyolikot,
7.88,213.0,142.71,104.0,7.0,0.0,0.0,0.0,100.0,20.0,12.0,2.0,0.0,0,0,0,0,0,0,0,0,SAFE,29.4806,79.4819,Uttarakhand,Nainital,Garampani,
7.74,414.0,277.38,214.0,7.0,0.0,0.0,8.0,165.0,40.0,16.0,16.0,2.0,0,0,0,0,0,0,0,0,SAFE,29.3286,79.5056,Uttarakhand,Nainital,Dogaon,
7.84,399.0,267.33000000000004,207.0,14.0,0.14,0.0,9.0,180.0,44.0,17.0,8.0,2.0,0,0,0,0,0,0,0,0,SAFE,29.2925,79.5511,Uttarakhand,Nainital,Amritpur (Ranibagh),
7.99,784.0,525.2800000000001,354.0,43.0,0.13,18.0,45.0,340.0,72.0,38.0,41.0,4.0,0,1,0,0,0,0,1,2,MODERATE,29.9814,78.1822,Uttarakhand,Haridwar,Bhoopatwala,
7.72,453.0,303.51,244.0,7.0,0.52,13.0,23.0,230.0,52.0,24.0,7.0,3.0,0,0,0,0,0,0,1,1,MODERATE,29.7619,77.9242,Uttarakhand,Haridwar,Sikhar,
8.17,412.0,276.04,183.0,28.0,0.69,0.0,20.0,140.0,28.0,17.0,37.0,3.0,0,0,0,0,0,0,0,0,SAFE,29.8647,77.8983,Uttarakhand,Haridwar,Roorkee,
7.72,448.0,300.16,232.0,14.0,0.47,9.0,28.0,220.0,64.0,14.0,7.0,3.0,0,0,0,0,0,0,1,1,MODERATE,29.7281,77.8833,Uttarakhand,Haridwar,Nizampur,
8.15,794.0,531.98,342.0,64.0,0.0,8.0,49.0,340.0,64.0,43.0,39.0,10.0,0,1,1,0,0,0,1,3,HIGH,29.6828,77.8119,Uttarakhand,Haridwar,Khera Jat,
8.09,628.0,420.7600000000001,366.0,14.0,0.86,0.0,0.0,200.0,32.0,29.0,48.0,2.0,0,0,0,0,0,0,0,0,SAFE,29.9347,77.8944,Uttarakhand,Haridwar,Imlikhera,
7.98,384.0,257.28000000000003,110.0,43.0,0.11,38.0,17.0,140.0,40.0,10.0,26.0,0.0,0,0,0,0,0,0,0,0,SAFE,30.3869,78.3999,Uttarakhand,Tehri Garhwal,Dharkut,
7.84,654.0,438.18,342.0,7.0,0.14,0.0,30.0,240.0,52.0,26.0,37.0,3.0,0,0,0,0,0,0,1,1,MODERATE,29.0306,79.4081,Uttarakhand,Udham Singh Nagar,Patthar Chatta,
8.21,336.0,225.12,171.0,14.0,0.0,6.0,5.0,160.0,48.0,10.0,8.0,0.0,0,0,0,0,0,0,0,0,SAFE,30.4728,78.3551,Uttarakhand,Tehri Garhwal,Kotidobhal,
8.5,452.0,302.84000000000003,183.0,14.0,0.43,0.0,10.0,210.0,48.0,22.0,16.0,2.0,0,0,0,0,0,0,1,1,MODERATE,30.5407,78.3345,Uttarakhand,Tehri Garhwal,Uniyalgaon,
7.95,884.0,592.2800000000001,390.0,28.0,0.35,0.0,60.0,350.0,80.0,36.0,29.0,19.0,0,1,1,0,0,0,1,3,HIGH,28.9664,79.4772,Uttarakhand,Udham Singh Nagar,Kanakpur,
7.94,527.0,353.09000000000003,256.0,7.0,0.3,5.0,35.0,200.0,40.0,24.0,18.0,19.0,0,0,0,0,0,0,0,0,SAFE,28.9144,79.4492,Uttarakhand,Udham Singh Nagar,Kamaria Pakki,
7.87,520.0,348.40000000000003,268.0,7.0,0.19,7.0,23.0,220.0,60.0,17.0,17.0,2.0,0,0,0,0,0,0,1,1,MODERATE,28.9836,79.4528,Uttarakhand,Udham Singh Nagar,Gangapur,
8.13,502.0,336.34000000000003,268.0,7.0,0.34,0.0,19.0,200.0,36.0,26.0,23.0,2.0,0,0,0,0,0,0,0,0,SAFE,28.8694,79.6042,Uttarakhand,Udham Singh Nagar,Bara,
7.32,1301.0,871.6700000000001,409.0,107.0,0.18,109.0,35.0,345.0,88.0,30.0,112.0,38.0,0,1,0,0,0,0,1,2,MODERATE,28.94,79.8783,Uttarakhand,Udham Singh Nagar,Sarasariya,
7.77,1054.0,706.1800000000001,403.0,78.0,0.5,40.0,29.0,290.0,80.0,22.0,93.0,22.0,0,1,0,0,0,0,1,2,MODERATE,28.9192,79.9661,Uttarakhand,Udham Singh Nagar,Khatima,
7.84,687.0,460.29,403.0,7.0,0.26,0.0,0.0,250.0,64.0,22.0,41.0,3.0,0,0,0,0,0,0,1,1,MODERATE,28.8311,79.8975,Uttarakhand,Udham Singh Nagar,Kanchanpur (Majhola) Hp,
7.44,380.0,254.6,189.0,14.0,0.35,0.0,0.0,170.0,48.0,12.0,8.0,0.0,0,0,0,0,0,0,0,0,SAFE,28.9714,80.0242,Uttarakhand,Udham Singh Nagar,Chakarpur,
7.4,499.0,334.33000000000004,281.0,7.0,0.36,0.0,9.0,190.0,60.0,10.0,27.0,2.0,0,0,0,0,0,0,0,0,SAFE,28.8714,79.9225,Uttarakhand,Udham Singh Nagar,Barianjaniya,
7.91,572.0,383.24,262.0,11.0,0.13,0.0,37.0,260.0,56.0,29.0,11.0,1.0,0,0,0,0,0,0,1,1,MODERATE,29.1592,79.0583,Uttarakhand,Udham Singh Nagar,Sultanpur Patti,
7.83,439.0,294.13,220.0,7.0,0.12,0.0,14.0,170.0,48.0,12.0,21.0,2.0,0,0,0,0,0,0,0,0,SAFE,29.1756,79.0136,Uttarakhand,Udham Singh Nagar,Shand Khera,
7.74,1051.0,704.1700000000001,451.0,64.0,0.23,0.0,41.0,310.0,56.0,41.0,90.0,2.0,0,1,0,0,0,0,1,2,MODERATE,29.2125,78.9633,Uttarakhand,Udham Singh Nagar,Kashipur,
7.78,699.0,468.33,366.0,21.0,0.4,0.0,15.0,290.0,60.0,34.0,26.0,2.0,0,0,0,0,0,0,1,1,MODERATE,29.2975,78.9567,Uttarakhand,Udham Singh Nagar,Durgapur,
7.76,484.0,324.28000000000003,244.0,7.0,0.17,6.0,14.0,210.0,64.0,12.0,12.0,1.0,0,0,0,0,0,0,1,1,MODERATE,29.2708,79.0158,Uttarakhand,Udham Singh Nagar,Dhanauri Patti,
7.72,521.0,349.07,281.0,7.0,0.76,0.0,0.0,140.0,20.0,22.0,55.0,1.0,0,0,0,0,0,0,0,0,SAFE,29.2583,78.925,Uttarakhand,Udham Singh Nagar,Bharatpur,
7.84,1235.0,827.45,488.0,71.0,0.22,34.0,76.0,380.0,72.0,48.0,67.0,69.0,0,1,1,0,0,0,1,3,HIGH,29.1528,78.9639,Uttarakhand,Udham Singh Nagar,Barkhare Pande,
8.07,694.0,464.98,317.0,11.0,0.21,0.0,49.0,310.0,44.0,48.0,15.0,2.0,0,0,1,0,0,0,1,2,MODERATE,29.0689,79.2344,Uttarakhand,Udham Singh Nagar,Pattharpui,
7.85,1054.0,706.1800000000001,354.0,57.0,0.14,0.0,120.0,380.0,48.0,62.0,55.0,15.0,0,1,1,0,0,0,1,3,HIGH,29.0925,79.2931,Uttarakhand,Udham Singh Nagar,Mahabir Nagar,
